us,flow,size
1746368432810234,2,512
1746368432811124,1,1024
1746368432813007,2,512
1746368432814683,2,512
1746368432815710,1,1024
1746368432817832,2,512
1746368432819372,2,512
1746368432820408,1,1024
1746368432822471,2,512
1746368432824165,2,512
1746368432825203,1,1024
1746368432827246,2,512
1746368432828929,2,512
1746368432829980,1,1024
1746368432831808,2,512
1746368432833490,2,512
1746368432834524,1,1024
1746368432836598,2,512
1746368432838287,2,512
1746368432839325,1,1024
1746368432841374,2,512
1746368432843077,2,512
1746368432844108,1,1024
1746368432846177,2,512
1746368432847199,2,512
1746368432848250,1,1024
1746368432850345,2,512
1746368432852027,2,512
1746368432853071,1,1024
1746368432855135,2,512
1746368432856819,2,512
1746368432857904,1,1024
1746368432859957,2,512
1746368432861616,1,1024
1746368432863692,2,512
1746368432864780,2,512
1746368432866436,1,1024
1746368432868340,2,512
1746368432869356,2,512
1746368432871023,1,1024
1746368432873100,2,512
1746368432874139,2,512
1746368432875170,1,1024
1746368432877282,2,512
1746368432878309,2,512
1746368432879989,1,1024
1746368432882120,2,512
1746368432883216,2,512
1746368432884865,1,1024
1746368432886920,2,512
1746368432888001,2,512
1746368432889023,1,1024
1746368432891131,2,512
1746368432892192,2,512
1746368432893861,1,1024
1746368432895557,2,512
1746368432896607,2,512
1746368432898272,1,1024
1746368432900338,2,512
1746368432901373,2,512
1746368432902405,1,1024
1746368432904379,2,512
1746368432906077,2,512
1746368432907120,1,1024
1746368432909175,2,512
1746368432910871,2,512
1746368432911918,1,1024
1746368432913984,2,512
1746368432915027,2,512
1746368432916739,1,1024
1746368432918693,2,512
1746368432919799,2,512
1746368432920848,1,1024
1746368432922905,2,512
1746368432925207,1,1024
1746368432927285,2,512
1746368432928326,2,512
1746368432929363,2,512
1746368432930412,1,1024
1746368432932474,2,512
1746368432934158,2,512
1746368432935226,1,1024
1746368432937332,2,512
1746368432939005,1,1024
1746368432941084,2,512
1746368432942162,2,512
1746368432943789,1,1024
1746368432945848,2,512
1746368432946970,2,512
1746368432948705,1,1024
1746368432950765,2,512
1746368432951805,2,512
1746368432953370,1,1024
1746368432955439,2,512
1746368432956488,2,512
1746368432957547,1,1024
1746368432959702,2,512
1746368432960736,2,512
1746368432962390,1,1024
1746368432964431,2,512
1746368432965437,2,512
1746368432967158,1,1024
1746368432968982,2,512
1746368432970074,2,512
1746368432971748,1,1024
1746368432973814,2,512
1746368432974838,2,512
1746368432975890,1,1024
1746368432978014,2,512
1746368432979061,2,512
1746368432980726,1,1024
1746368432982639,2,512
1746368432983677,2,512
1746368432985361,1,1024
1746368432987414,2,512
1746368432988463,2,512
1746368432990191,1,1024
1746368432992251,2,512
1746368432993305,2,512
1746368432994377,1,1024
1746368432996490,2,512
1746368432997526,2,512
1746368432999197,1,1024
1746368433001294,2,512
1746368433002354,2,512
1746368433004033,1,1024
1746368433006089,2,512
1746368433007170,2,512
1746368433008202,1,1024
1746368433010295,2,512
1746368433011334,2,512
1746368433013024,1,1024
1746368433015087,2,512
1746368433016128,2,512
1746368433017799,1,1024
1746368433019867,2,512
1746368433020815,2,512
1746368433021850,1,1024
1746368433023925,2,512
1746368433024952,2,512
1746368433026641,1,1024
1746368433028715,2,512
1746368433029744,2,512
1746368433030803,1,1024
1746368433032866,2,512
1746368433034595,2,512
1746368433035632,1,1024
1746368433037695,2,512
1746368433039368,2,512
1746368433040410,1,1024
1746368433042310,2,512
1746368433044019,2,512
1746368433045059,1,1024
1746368433047130,2,512
1746368433048901,1,1024
1746368433050942,2,512
1746368433051994,2,512
1746368433053034,2,512
1746368433054074,1,1024
1746368433056360,2,512
1746368433058574,1,1024
1746368433061510,2,512
1746368433062884,2,512
1746368433064876,1,1024
1746368433067023,2,512
1746368433068506,2,512
1746368433069509,1,1024
1746368433071746,2,512
1746368433075632,1,1024
1746368433077833,2,512
1746368433082335,2,512
1746368433084975,1,1024
1746368433088502,2,512
1746368433090138,2,512
1746368433091767,1,1024
1746368433096265,2,512
1746368433099388,1,1024
1746368433101366,2,512
1746368433104488,1,1024
1746368433106434,2,512
1746368433109544,2,512
1746368433111179,1,1024
1746368433113567,2,512
1746368433115642,2,512
1746368433116867,1,1024
1746368433119030,2,512
1746368433124219,1,1024
1746368433126278,2,512
1746368433128538,1,1024
1746368433132718,2,512
1746368433133954,1,1024
1746368433136154,2,512
1746368433140351,2,512
1746368433141449,1,1024
1746368433147213,2,512
1746368433148779,1,1024
1746368433151173,2,512
1746368433153239,1,1024
1746368433155506,2,512
1746368433156689,2,512
1746368433158056,1,1024
1746368433160770,2,512
1746368433161997,2,512
1746368433164733,1,1024
1746368433169537,2,512
1746368433171533,1,1024
1746368433174109,2,512
1746368433175309,2,512
1746368433176747,1,1024
1746368433179046,2,512
1746368433180586,2,512
1746368433181667,1,1024
1746368433183839,2,512
1746368433185442,1,1024
1746368433187600,2,512
1746368433188764,2,512
1746368433190564,1,1024
1746368433192748,2,512
1746368433193853,2,512
1746368433195891,1,1024
1746368433197914,2,512
1746368433199019,2,512
1746368433200185,1,1024
1746368433202349,2,512
1746368433204212,2,512
1746368433205314,1,1024
1746368433207476,2,512
1746368433209644,2,512
1746368433210581,1,1024
1746368433212803,2,512
1746368433214599,2,512
1746368433215705,1,1024
1746368433217511,2,512
1746368433220001,1,1024
1746368433222114,2,512
1746368433223192,2,512
1746368433224934,1,1024
1746368433227068,2,512
1746368433228159,2,512
1746368433229390,1,1024
1746368433231468,2,512
1746368433233271,2,512
1746368433234340,1,1024
1746368433236182,2,512
1746368433238668,2,512
1746368433239791,1,1024
1746368433241941,2,512
1746368433244314,1,1024
1746368433246277,2,512
1746368433247351,2,512
1746368433249058,1,1024
1746368433251122,2,512
1746368433252209,2,512
1746368433253931,1,1024
1746368433255917,2,512
1746368433257104,2,512
1746368433258846,1,1024
1746368433261004,2,512
1746368433262094,2,512
1746368433263867,1,1024
1746368433266131,2,512
1746368433267324,2,512
1746368433268389,1,1024
1746368433270258,2,512
1746368433273827,2,512
1746368433275174,1,1024
1746368433277062,2,512
1746368433278747,1,1024
1746368433280886,2,512
1746368433282220,2,512
1746368433283800,1,1024
1746368433285931,2,512
1746368433287028,2,512
1746368433288144,1,1024
1746368433290283,2,512
1746368433292653,2,512
1746368433293746,1,1024
1746368433295877,2,512
1746368433297603,1,1024
1746368433299718,2,512
1746368433300803,2,512
1746368433302506,1,1024
1746368433304667,2,512
1746368433305741,2,512
1746368433307467,1,1024
1746368433309272,2,512
1746368433310341,2,512
1746368433312070,1,1024
1746368433314175,2,512
1746368433315894,2,512
1746368433316989,1,1024
1746368433319119,2,512
1746368433320796,1,1024
1746368433322934,2,512
1746368433324025,2,512
1746368433326415,1,1024
1746368433328548,2,512
1746368433329630,2,512
1746368433330716,1,1024
1746368433332853,2,512
1746368433335023,2,512
1746368433336215,1,1024
1746368433338249,2,512
1746368433340050,1,1024
1746368433342155,2,512
1746368433343182,2,512
1746368433344225,1,1024
1746368433346296,2,512
1746368433347979,2,512
1746368433349013,1,1024
1746368433351091,2,512
1746368433352135,2,512
1746368433353774,1,1024
1746368433355912,2,512
1746368433356953,2,512
1746368433357834,1,1024
1746368433359655,2,512
1746368433361985,1,1024
1746368433364146,2,512
1746368433365164,2,512
1746368433366835,1,1024
1746368433368804,2,512
1746368433369829,2,512
1746368433371410,1,1024
1746368433373479,2,512
1746368433374537,2,512
1746368433376144,1,1024
1746368433378223,2,512
1746368433379293,2,512
1746368433380973,1,1024
1746368433382963,2,512
1746368433384005,2,512
1746368433385654,1,1024
1746368433387771,2,512
1746368433388858,2,512
1746368433390603,1,1024
1746368433392732,2,512
1746368433393739,2,512
1746368433394803,1,1024
1746368433396982,2,512
1746368433398660,2,512
1746368433399717,1,1024
1746368433401807,2,512
1746368433403494,2,512
1746368433404523,1,1024
1746368433406610,2,512
1746368433408268,2,512
1746368433409351,1,1024
1746368433411422,2,512
1746368433413093,2,512
1746368433414128,1,1024
1746368433416188,2,512
1746368433417217,2,512
1746368433418253,1,1024
1746368433420005,2,512
1746368433422322,2,512
1746368433423390,1,1024
1746368433425336,2,512
1746368433426995,1,1024
1746368433429062,2,512
1746368433430099,2,512
1746368433431765,1,1024
1746368433433496,2,512
1746368433434549,2,512
1746368433436210,1,1024
1746368433438265,2,512
1746368433439347,2,512
1746368433440982,1,1024
1746368433443037,2,512
1746368433444076,2,512
1746368433445112,1,1024
1746368433447189,2,512
1746368433448211,2,512
1746368433449880,1,1024
1746368433451762,2,512
1746368433452794,2,512
1746368433454448,1,1024
1746368433456508,2,512
1746368433457559,2,512
1746368433459222,1,1024
1746368433461300,2,512
1746368433462320,2,512
1746368433463294,1,1024
1746368433465419,2,512
1746368433466458,2,512
1746368433468158,1,1024
1746368433470144,2,512
1746368433471230,2,512
1746368433472897,1,1024
1746368433474947,2,512
1746368433475942,2,512
1746368433477591,1,1024
1746368433479383,2,512
1746368433480459,2,512
1746368433482132,1,1024
1746368433484206,2,512
1746368433485087,2,512
1746368433486767,1,1024
1746368433488590,2,512
1746368433489675,2,512
1746368433491342,1,1024
1746368433493407,2,512
1746368433494470,2,512
1746368433496135,1,1024
1746368433498199,2,512
1746368433499241,2,512
1746368433500259,1,1024
1746368433502388,2,512
1746368433503404,2,512
1746368433505082,1,1024
1746368433507164,2,512
1746368433508195,2,512
1746368433509875,1,1024
1746368433511926,2,512
1746368433512987,2,512
1746368433514587,1,1024
1746368433516395,2,512
1746368433517423,2,512
1746368433519103,1,1024
1746368433521157,2,512
1746368433522194,2,512
1746368433523183,1,1024
1746368433525004,2,512
1746368433526037,2,512
1746368433528259,1,1024
1746368433530324,2,512
1746368433531408,2,512
1746368433532428,1,1024
1746368433534496,2,512
1746368433535535,2,512
1746368433537194,1,1024
1746368433539352,2,512
1746368433540392,2,512
1746368433542055,1,1024
1746368433544109,2,512
1746368433545156,2,512
1746368433546186,1,1024
1746368433548314,2,512
1746368433549401,2,512
1746368433550967,1,1024
1746368433553036,2,512
1746368433554069,2,512
1746368433555109,1,1024
1746368433557174,2,512
1746368433558211,2,512
1746368433559699,1,1024
1746368433561601,2,512
1746368433563287,2,512
1746368433564846,1,1024
1746368433566896,2,512
1746368433567925,2,512
1746368433568975,1,1024
1746368433571035,2,512
1746368433572706,2,512
1746368433573747,1,1024
1746368433575750,2,512
1746368433577436,2,512
1746368433578474,1,1024
1746368433580537,2,512
1746368433582208,2,512
1746368433583238,1,1024
1746368433585307,2,512
1746368433586983,2,512
1746368433588032,1,1024
1746368433590092,2,512
1746368433591780,2,512
1746368433592826,1,1024
1746368433594776,2,512
1746368433596281,2,512
1746368433597388,1,1024
1746368433599454,2,512
1746368433601121,1,1024
1746368433603214,2,512
1746368433604222,2,512
1746368433605903,1,1024
1746368433607790,2,512
1746368433608836,2,512
1746368433610502,1,1024
1746368433612409,2,512
1746368433613454,2,512
1746368433615119,1,1024
1746368433617184,2,512
1746368433618219,2,512
1746368433619916,1,1024
1746368433621685,2,512
1746368433622717,2,512
1746368433624390,1,1024
1746368433626522,2,512
1746368433627597,2,512
1746368433629156,1,1024
1746368433631216,2,512
1746368433632303,2,512
1746368433633328,1,1024
1746368433635409,2,512
1746368433636431,2,512
1746368433638121,1,1024
1746368433640035,2,512
1746368433641061,2,512
1746368433642102,3,1024
1746368433644063,1,1024
1746368433646125,2,512
1746368433647150,1,1024
1746368433649217,2,512
1746368433650256,2,512
1746368433651291,1,1024
1746368433653370,2,512
1746368433654401,2,512
1746368433655432,2,512
1746368433656497,1,1024
1746368433658575,2,512
1746368433659606,2,512
1746368433660643,1,1024
1746368433662701,2,512
1746368433663737,3,1024
1746368433665807,1,1024
1746368433667868,2,512
1746368433668890,2,512
1746368433669958,1,1024
1746368433672062,2,512
1746368433673087,2,512
1746368433674117,2,512
1746368433674992,1,1024
1746368433677063,2,512
1746368433678087,2,512
1746368433679123,1,1024
1746368433681194,2,512
1746368433682229,3,1024
1746368433684293,1,1024
1746368433686174,2,512
1746368433687212,2,512
1746368433688259,1,1024
1746368433690316,2,512
1746368433691352,2,512
1746368433692459,2,512
1746368433693486,1,1024
1746368433695557,2,512
1746368433696590,3,1024
1746368433698645,1,1024
1746368433700709,2,512
1746368433701742,2,512
1746368433702803,1,1024
1746368433704857,2,512
1746368433705894,2,512
1746368433706917,1,1024
1746368433708874,2,512
1746368433709926,2,512
1746368433710954,2,512
1746368433711994,1,1024
1746368433714068,2,512
1746368433715102,3,1024
1746368433717172,1,1024
1746368433719234,2,512
1746368433720253,1,1024
1746368433722243,2,512
1746368433723254,2,512
1746368433724335,2,512
1746368433725332,1,1024
1746368433727399,2,512
1746368433728428,2,512
1746368433729463,1,1024
1746368433731545,2,512
1746368433732592,2,512
1746368433733590,1,1024
1746368433735663,2,512
1746368433736713,2,512
1746368433737750,3,1024
1746368433739779,1,1024
1746368433741837,2,512
1746368433742783,2,512
1746368433743812,1,1024
1746368433745869,2,512
1746368433746905,2,512
1746368433747982,1,1024
1746368433750057,2,512
1746368433751149,2,512
1746368433752183,1,1024
1746368433754264,2,512
1746368433755303,2,512
1746368433756329,1,1024
1746368433758451,2,512
1746368433759531,3,1024
1746368433761583,1,1024
1746368433763666,2,512
1746368433764696,2,512
1746368433765714,1,1024
1746368433767800,2,512
1746368433768844,2,512
1746368433769934,2,512
1746368433770963,1,1024
1746368433773073,2,512
1746368433774093,2,512
1746368433775133,1,1024
1746368433777219,2,512
1746368433778239,2,512
1746368433779286,1,1024
1746368433781401,2,512
1746368433782475,3,1024
1746368433784537,1,1024
1746368433786599,2,512
1746368433787634,2,512
1746368433788671,1,1024
1746368433790752,2,512
1746368433791782,2,512
1746368433792819,2,512
1746368433793876,1,1024
1746368433795933,2,512
1746368433796981,2,512
1746368433798013,1,1024
1746368433800067,2,512
1746368433801106,3,1024
1746368433803168,1,1024
1746368433805237,2,512
1746368433806302,2,512
1746368433807339,1,1024
1746368433809075,2,512
1746368433810128,2,512
1746368433811138,1,1024
1746368433813257,2,512
1746368433814285,2,512
1746368433815370,3,1024
1746368433817415,1,1024
1746368433819487,2,512
1746368433820520,1,1024
1746368433822331,2,512
1746368433823349,2,512
1746368433824312,2,512
1746368433825338,1,1024
1746368433827401,2,512
1746368433828442,2,512
1746368433829494,1,1024
1746368433831550,2,512
1746368433832634,2,512
1746368433833645,1,1024
1746368433835757,2,512
1746368433836753,2,512
1746368433837833,3,1024
1746368433839894,1,1024
1746368433841991,2,512
1746368433843073,1,1024
1746368433845133,2,512
1746368433846191,2,512
1746368433847203,1,1024
1746368433849267,2,512
1746368433850314,2,512
1746368433851396,2,512
1746368433852420,1,1024
1746368433854503,2,512
1746368433855583,2,512
1746368433856604,1,1024
1746368433858304,2,512
1746368433859392,3,1024
1746368433861448,1,1024
1746368433863616,2,512
1746368433864586,2,512
1746368433865502,1,1024
1746368433867457,2,512
1746368433868492,2,512
1746368433869586,2,512
1746368433870613,1,1024
1746368433872680,2,512
1746368433873708,2,512
1746368433874740,1,1024
1746368433876845,2,512
1746368433877893,3,1024
1746368433879945,1,1024
1746368433881997,2,512
1746368433883046,2,512
1746368433884043,1,1024
1746368433886106,2,512
1746368433887138,2,512
1746368433888164,1,1024
1746368433890265,2,512
1746368433891311,2,512
1746368433892333,1,1024
1746368433894405,2,512
1746368433895439,2,512
1746368433896484,3,1024
1746368433898556,1,1024
1746368433900247,2,512
1746368433901300,2,512
1746368433902334,1,1024
1746368433904408,2,512
1746368433905442,2,512
1746368433906461,1,1024
1746368433908300,2,512
1746368433909330,2,512
1746368433910423,3,1024
1746368433912547,1,1024
1746368433914599,2,512
1746368433915619,1,1024
1746368433917686,2,512
1746368433918713,2,512
1746368433919755,1,1024
1746368433921850,2,512
1746368433922894,2,512
1746368433923928,2,512
1746368433924964,1,1024
1746368433926961,2,512
1746368433927988,2,512
1746368433929023,1,1024
1746368433930863,2,512
1746368433931898,2,512
1746368433932820,3,1024
1746368433934870,1,1024
1746368433936927,2,512
1746368433937976,2,512
1746368433939015,1,1024
1746368433940910,2,512
1746368433941949,2,512
1746368433942990,1,1024
1746368433944884,2,512
1746368433945914,2,512
1746368433946948,1,1024
1746368433948943,2,512
1746368433949980,3,1024
1746368433952037,1,1024
1746368433954099,2,512
1746368433955128,2,512
1746368433956165,1,1024
1746368433957957,2,512
1746368433958994,2,512
1746368433960039,2,512
1746368433961119,1,1024
1746368433963178,2,512
1746368433964214,2,512
1746368433965245,1,1024
1746368433967319,2,512
1746368433968410,3,1024
1746368433970457,1,1024
1746368433972528,2,512
1746368433973549,2,512
1746368433974593,1,1024
1746368433976672,2,512
1746368433977757,2,512
1746368433978826,2,512
1746368433979861,1,1024
1746368433981938,2,512
1746368433982955,2,512
1746368433983986,1,1024
1746368433986068,2,512
1746368433987112,3,1024
1746368433989256,1,1024
1746368433990898,2,512
1746368433991938,2,512
1746368433992977,1,1024
1746368433995044,2,512
1746368433996080,2,512
1746368433997124,2,512
1746368433998165,1,1024
1746368434000217,2,512
1746368434001274,3,1024
1746368434003326,1,1024
1746368434005061,2,512
1746368434006147,2,512
1746368434007130,1,1024
1746368434009187,2,512
1746368434010226,2,512
1746368434011262,1,1024
1746368434013003,2,512
1746368434014040,2,512
1746368434015074,3,1024
1746368434017125,1,1024
1746368434019205,2,512
1746368434020224,1,1024
1746368434022292,2,512
1746368434023378,2,512
1746368434024415,1,1024
1746368434026491,2,512
1746368434027595,2,512
1746368434028610,2,512
1746368434029654,1,1024
1746368434031555,2,512
1746368434032644,2,512
1746368434033613,3,1024
1746368434035694,1,1024
1746368434037750,2,512
1746368434038774,1,1024
1746368434040832,2,512
1746368434041885,2,512
1746368434042927,1,1024
1746368434044993,2,512
1746368434046038,2,512
1746368434047078,2,512
1746368434048112,1,1024
1746368434050207,2,512
1746368434051288,2,512
1746368434052307,1,1024
1746368434054370,2,512
1746368434055404,2,512
1746368434056439,1,1024
1746368434058502,2,512
1746368434059554,3,1024
1746368434061609,1,1024
1746368434063689,2,512
1746368434064727,2,512
1746368434065751,1,1024
1746368434067841,2,512
1746368434068931,2,512
1746368434070008,2,512
1746368434071041,1,1024
1746368434073153,2,512
1746368434074181,2,512
1746368434075212,1,1024
1746368434077179,2,512
1746368434078222,3,1024
1746368434080280,1,1024
1746368434082341,2,512
1746368434083397,2,512
1746368434084442,1,1024
1746368434086501,2,512
1746368434087551,2,512
1746368434088567,1,1024
1746368434090692,2,512
1746368434091711,2,512
1746368434092825,2,512
1746368434093871,1,1024
1746368434095887,2,512
1746368434096928,3,1024
1746368434099001,1,1024
1746368434101060,2,512
1746368434102104,2,512
1746368434103118,1,1024
1746368434105186,2,512
1746368434106264,2,512
1746368434107296,1,1024
1746368434109413,2,512
1746368434110453,2,512
1746368434111478,1,1024
1746368434113326,2,512
1746368434114363,2,512
1746368434115442,3,1024
1746368434117532,1,1024
1746368434119599,2,512
1746368434120624,1,1024
1746368434122641,2,512
1746368434123725,2,512
1746368434124741,2,512
1746368434125786,1,1024
1746368434127875,2,512
1746368434128969,2,512
1746368434129995,1,1024
1746368434132064,2,512
1746368434133091,2,512
1746368434134137,1,1024
1746368434136001,2,512
1746368434137039,2,512
1746368434138081,3,1024
1746368434140144,1,1024
1746368434142250,2,512
1746368434143278,1,1024
1746368434145140,2,512
1746368434146190,2,512
1746368434147226,2,512
1746368434148260,1,1024
1746368434150332,2,512
1746368434151427,2,512
1746368434152513,1,1024
1746368434154554,2,512
1746368434155589,2,512
1746368434156624,1,1024
1746368434158692,2,512
1746368434159789,3,1024
1746368434161892,1,1024
1746368434163939,2,512
1746368434164972,2,512
1746368434166004,1,1024
1746368434168080,2,512
1746368434169135,2,512
1746368434170175,2,512
1746368434171260,1,1024
1746368434173329,2,512
1746368434174363,2,512
1746368434175397,1,1024
1746368434177212,2,512
1746368434178300,3,1024
1746368434180359,1,1024
1746368434182447,2,512
1746368434183508,2,512
1746368434184576,1,1024
1746368434186629,2,512
1746368434187683,2,512
1746368434188717,2,512
1746368434189775,1,1024
1746368434191833,2,512
1746368434192925,3,1024
1746368434194956,1,1024
1746368434197046,2,512
1746368434198057,1,1024
1746368434200127,2,512
1746368434201178,2,512
1746368434202206,2,512
1746368434203253,1,1024
1746368434205360,2,512
1746368434206427,2,512
1746368434207450,1,1024
1746368434209460,2,512
1746368434210506,2,512
1746368434211536,2,512
1746368434212589,1,1024
1746368434214699,2,512
1746368434215775,3,1024
1746368434217880,1,1024
1746368434219574,2,512
1746368434220604,2,512
1746368434221681,1,1024
1746368434223755,2,512
1746368434224792,2,512
1746368434225829,1,1024
1746368434227607,2,512
1746368434228649,2,512
1746368434229760,3,1024
1746368434231791,1,1024
1746368434233859,2,512
1746368434234887,1,1024
1746368434236966,2,512
1746368434238034,2,512
1746368434239072,2,512
1746368434240151,1,1024
1746368434242205,2,512
1746368434243264,2,512
1746368434244238,1,1024
1746368434245960,2,512
1746368434247001,2,512
1746368434248040,3,1024
1746368434250122,1,1024
1746368434252188,2,512
1746368434253054,2,512
1746368434254137,1,1024
1746368434256197,2,512
1746368434257239,2,512
1746368434258237,1,1024
1746368434260331,2,512
1746368434261366,2,512
1746368434262413,1,1024
1746368434264191,2,512
1746368434265259,3,1024
1746368434267326,1,1024
1746368434269398,2,512
1746368434270439,2,512
1746368434271478,2,512
1746368434272527,1,1024
1746368434274618,2,512
1746368434275646,2,512
1746368434276708,1,1024
1746368434278773,2,512
1746368434279823,2,512
1746368434280854,1,1024
1746368434282894,2,512
1746368434283972,3,1024
1746368434286056,1,1024
1746368434287746,2,512
1746368434288765,2,512
1746368434289825,2,512
1746368434290876,1,1024
1746368434292971,2,512
1746368434294011,2,512
1746368434295056,1,1024
1746368434297054,2,512
1746368434298107,3,1024
1746368434300169,1,1024
1746368434302237,2,512
1746368434303284,2,512
1746368434304324,1,1024
1746368434306401,2,512
1746368434307489,2,512
1746368434308550,2,512
1746368434309634,1,1024
1746368434311714,2,512
1746368434312748,2,512
1746368434313799,1,1024
1746368434315923,2,512
1746368434316926,3,1024
1746368434319026,1,1024
1746368434321089,2,512
1746368434322129,2,512
1746368434323176,1,1024
1746368434325239,2,512
1746368434326303,2,512
1746368434327337,1,1024
1746368434329404,2,512
1746368434330448,2,512
1746368434331493,2,512
1746368434332545,1,1024
1746368434334638,2,512
1746368434335683,3,1024
1746368434337742,1,1024
1746368434339834,2,512
1746368434340862,1,1024
1746368434342939,2,512
1746368434344014,2,512
1746368434345054,2,512
1746368434346085,1,1024
1746368434348166,2,512
1746368434349229,2,512
1746368434350208,1,1024
1746368434352274,2,512
1746368434353327,2,512
1746368434354364,3,1024
1746368434356106,1,1024
1746368434358172,2,512
1746368434359218,2,512
1746368434360266,1,1024
1746368434361984,2,512
1746368434363056,2,512
1746368434364099,1,1024
1746368434366207,2,512
1746368434367307,2,512
1746368434368307,3,1024
1746368434370382,1,1024
1746368434372443,2,512
1746368434373486,1,1024
1746368434375571,2,512
1746368434376617,2,512
1746368434377658,1,1024
1746368434379736,2,512
1746368434380784,2,512
1746368434381868,2,512
1746368434382939,1,1024
1746368434385022,2,512
1746368434386053,2,512
1746368434387108,1,1024
1746368434388871,2,512
1746368434389933,3,1024
1746368434392000,1,1024
1746368434394073,2,512
1746368434395126,2,512
1746368434396171,1,1024
1746368434398234,2,512
1746368434399301,2,512
1746368434400339,1,1024
1746368434402179,2,512
1746368434403209,2,512
1746368434404269,3,1024
1746368434406341,1,1024
1746368434408419,2,512
1746368434409461,1,1024
1746368434411530,2,512
1746368434412561,2,512
1746368434413666,1,1024
1746368434416035,2,512
1746368434417127,2,512
1746368434418234,2,512
1746368434419281,1,1024
1746368434421068,2,512
1746368434422099,3,1024
1746368434424198,1,1024
1746368434426412,2,512
1746368434427483,2,512
1746368434428524,1,1024
1746368434430595,2,512
1746368434431642,2,512
1746368434432693,2,512
1746368434433694,1,1024
1746368434435758,2,512
1746368434436818,3,1024
1746368434438893,1,1024
1746368434441029,2,512
1746368434442247,2,512
1746368434443235,1,1024
1746368434445370,2,512
1746368434446277,2,512
1746368434447322,1,1024
1746368434449379,2,512
1746368434450405,2,512
1746368434451446,3,1024
1746368434453523,1,1024
1746368434455244,2,512
1746368434456318,2,512
1746368434457348,1,1024
1746368434459421,2,512
1746368434460445,2,512
1746368434461483,1,1024
1746368434463503,2,512
1746368434464586,2,512
1746368434465618,3,1024
1746368434467695,1,1024
1746368434469760,2,512
1746368434470785,1,1024
1746368434472673,2,512
1746368434473718,2,512
1746368434474777,2,512
1746368434475800,1,1024
1746368434477862,2,512
1746368434478907,2,512
1746368434479973,1,1024
1746368434481945,2,512
1746368434482921,2,512
1746368434483969,3,1024
1746368434486036,1,1024
1746368434488079,2,512
1746368434489129,1,1024
1746368434490963,2,512
1746368434492005,2,512
1746368434493029,2,512
1746368434494133,1,1024
1746368434496213,2,512
1746368434497258,2,512
1746368434498284,1,1024
1746368434499983,2,512
1746368434501035,3,1024
1746368434503100,1,1024
1746368434505184,2,512
1746368434506209,2,512
1746368434507238,1,1024
1746368434509206,2,512
1746368434510280,2,512
1746368434511316,2,512
1746368434512368,1,1024
1746368434514134,2,512
1746368434515216,3,1024
1746368434517264,1,1024
1746368434519352,2,512
1746368434520397,2,512
1746368434521432,1,1024
1746368434523563,2,512
1746368434524658,2,512
1746368434525692,1,1024
1746368434527751,2,512
1746368434528801,2,512
1746368434529829,1,1024
1746368434531589,2,512
1746368434532630,2,512
1746368434533673,3,1024
1746368434535750,1,1024
1746368434537819,2,512
1746368434538825,1,1024
1746368434540869,2,512
1746368434541889,2,512
1746368434542960,2,512
1746368434544018,1,1024
1746368434546042,2,512
1746368434547081,2,512
1746368434548108,1,1024
1746368434549861,2,512
1746368434550897,2,512
1746368434551949,3,1024
1746368434554016,1,1024
1746368434556124,2,512
1746368434557148,1,1024
1746368434558895,2,512
1746368434559938,2,512
1746368434560988,2,512
1746368434562021,1,1024
1746368434564082,2,512
1746368434565171,2,512
1746368434566248,1,1024
1746368434568316,2,512
1746368434569338,2,512
1746368434570373,1,1024
1746368434572466,2,512
1746368434573554,3,1024
1746368434575615,1,1024
1746368434577305,2,512
1746368434578342,2,512
1746368434579249,2,512
1746368434580289,1,1024
1746368434582366,2,512
1746368434583445,2,512
1746368434584246,1,1024
1746368434586317,2,512
1746368434587399,3,1024
1746368434589508,1,1024
1746368434591512,2,512
1746368434592549,2,512
1746368434593588,1,1024
1746368434595375,2,512
1746368434596422,2,512
1746368434597456,2,512
1746368434598490,1,1024
1746368434600634,2,512
1746368434601724,3,1024
1746368434603776,1,1024
1746368434605819,2,512
1746368434606852,1,1024
1746368434608911,2,512
1746368434610011,2,512
1746368434611121,2,512
1746368434612180,1,1024
1746368434614263,2,512
1746368434615291,2,512
1746368434616325,1,1024
1746368434618084,2,512
1746368434619149,2,512
1746368434620179,3,1024
1746368434622288,1,1024
1746368434624348,2,512
1746368434625387,1,1024
1746368434627255,2,512
1746368434628315,2,512
1746368434629292,2,512
1746368434630307,1,1024
1746368434632410,2,512
1746368434633478,2,512
1746368434634509,1,1024
1746368434636245,2,512
1746368434637317,2,512
1746368434638359,3,1024
1746368434640460,1,1024
1746368434642521,2,512
1746368434643544,1,1024
1746368434645308,2,512
1746368434646379,2,512
1746368434647407,2,512
1746368434648459,1,1024
1746368434650512,2,512
1746368434651569,2,512
1746368434652599,1,1024
1746368434654673,2,512
1746368434655716,2,512
1746368434656792,3,1024
1746368434658846,1,1024
1746368434660908,2,512
1746368434661951,1,1024
1746368434664020,2,512
1746368434665057,2,512
1746368434666111,2,512
1746368434667155,1,1024
1746368434669227,2,512
1746368434670374,2,512
1746368434671412,1,1024
1746368434673513,2,512
1746368434674567,2,512
1746368434675597,1,1024
1746368434677321,2,512
1746368434678359,3,1024
1746368434680465,1,1024
1746368434682533,2,512
1746368434683583,2,512
1746368434684614,1,1024
1746368434686683,2,512
