us,flow,size
1746361376510867,3,1024
1746361376510939,1,1024
1746361376511006,2,512
1746361376511071,3,1024
1746361376511136,1,1024
1746361376511200,2,512
1746361376511263,3,1024
1746361376511324,1,1024
1746361376511385,2,512
1746361376511443,3,1024
1746361376511504,1,1024
1746361376511563,3,1024
1746361376511622,1,1024
1746361376511681,3,1024
1746361376511744,1,1024
1746361376511810,3,1024
1746361376511879,1,1024
1746361376511951,3,1024
1746361376512014,1,1024
1746361376513407,3,1024
1746361376514418,1,1024
1746361376514706,3,1024
1746361376514918,1,1024
1746361376515321,3,1024
1746361376515491,1,1024
1746361376515726,3,1024
1746361376515916,1,1024
1746361376516067,3,1024
1746361376516173,1,1024
1746361376516282,3,1024
1746361376516400,1,1024
1746361376516535,3,1024
1746361376516738,1,1024
1746361376516879,3,1024
1746361376516980,1,1024
1746361376517114,1,1024
1746361376957189,3,1024
1746361376957553,1,1024
1746361376957792,3,1024
1746361376957916,1,1024
1746361376958025,3,1024
1746361376958117,1,1024
1746361376958208,3,1024
1746361376958308,1,1024
1746361376958396,3,1024
1746361376958484,1,1024
1746361376958576,3,1024
1746361376958660,1,1024
1746361376958760,3,1024
1746361376958844,1,1024
1746361376958935,3,1024
1746361376959027,1,1024
1746361376959129,3,1024
1746361376959210,1,1024
1746361376959293,3,1024
1746361376959379,1,1024
1746361376959472,3,1024
1746361376959554,1,1024
1746361376959632,3,1024
1746361376959710,1,1024
1746361376959788,3,1024
1746361376959865,1,1024
1746361376959941,3,1024
1746361376960018,1,1024
1746361376960094,3,1024
1746361376960171,1,1024
1746361376960248,3,1024
1746361376960326,1,1024
1746361376960400,3,1024
1746361376960476,1,1024
1746361376960551,3,1024
1746361376960628,1,1024
1746361376960702,3,1024
1746361376960777,1,1024
1746361376960853,3,1024
1746361376960928,1,1024
1746361376961004,3,1024
1746361376961080,1,1024
1746361376961155,3,1024
1746361376961230,1,1024
1746361376961304,3,1024
1746361376961379,1,1024
1746361376961456,3,1024
1746361377451091,3,1024
1746361377451806,1,1024
1746361377452093,3,1024
1746361377452323,1,1024
1746361377452525,3,1024
1746361377452715,1,1024
1746361377452891,3,1024
1746361377453075,1,1024
1746361377453262,3,1024
1746361377453429,1,1024
1746361377453647,3,1024
1746361377453866,1,1024
1746361377454059,3,1024
1746361377454244,1,1024
1746361377454397,3,1024
1746361377454619,1,1024
1746361377454783,3,1024
1746361377454900,1,1024
1746361377455014,3,1024
1746361377455128,1,1024
1746361377455321,3,1024
1746361377455469,1,1024
1746361377455586,3,1024
1746361377455706,1,1024
1746361377455818,3,1024
1746361377455927,1,1024
1746361377456033,3,1024
1746361377456139,1,1024
1746361377456249,3,1024
1746361377456495,1,1024
1746361377456715,3,1024
1746361377456909,1,1024
1746361377457085,3,1024
1746361377457228,1,1024
1746361377457380,3,1024
1746361377457528,1,1024
1746361377457658,3,1024
1746361377457786,1,1024
1746361377457910,3,1024
1746361377458040,1,1024
1746361377458273,3,1024
1746361377458785,1,1024
1746361377458979,3,1024
1746361377459106,1,1024
1746361377459216,3,1024
1746361377459315,1,1024
1746361377459407,3,1024
1746361377459494,1,1024
1746361377620615,1,1024
