us,flow,size,rtt_us
1746368432550213,1,1024,0
1746368432550470,2,512,0
1746368432552794,2,512,0
1746368432554871,1,1024,0
1746368432555149,2,512,0
1746368432557514,2,512,0
1746368432559541,1,1024,0
1746368432559870,2,512,0
1746368432562224,2,512,0
1746368432564190,1,1024,0
1746368432564570,2,512,0
1746368432566933,2,512,0
1746368432568803,1,1024,0
1746368432569295,2,512,0
1746368432571661,2,512,0
1746368432573457,1,1024,0
1746368432574013,2,512,0
1746368432576377,2,512,0
1746368432578095,1,1024,0
1746368432578735,2,512,0
1746368432581117,2,512,0
1746368432582727,1,1024,0
1746368432583487,2,512,0
1746368432585828,2,512,0
1746368432587138,1,1024,0
1746368432588618,2,512,0
1746368432591020,2,512,0
1746368432591834,1,1024,0
1746368432593371,2,512,0
1746368432595722,2,512,0
1746368432596576,1,1024,0
1746368432598099,2,512,0
1746368432600463,2,512,0
1746368432601203,1,1024,0
1746368432602859,2,512,0
1746368432605205,2,512,0
1746368432605775,1,1024,0
1746368432607567,2,512,0
1746368432609948,2,512,0
1746368432610401,1,1024,0
1746368432612301,2,512,0
1746368432614646,1,1024,0
1746368432614645,2,512,0
1746368432617049,2,512,0
1746368432619135,1,1024,0
1746368432619461,2,512,0
1746368432621832,2,512,0
1746368432623790,1,1024,0
1746368432624176,2,512,0
1746368432626558,2,512,0
1746368432628441,1,1024,0
1746368432628906,2,512,0
1746368432631258,2,512,0
1746368432633158,1,1024,0
1746368432633550,2,512,0
1746368432636001,2,512,0
1746368432637643,1,1024,0
1746368432638380,2,512,0
1746368432640719,2,512,0
1746368432642273,1,1024,0
1746368432643077,2,512,0
1746368432645426,2,512,0
1746368432646668,1,1024,0
1746368432647820,2,512,0
1746368432650189,2,512,0
1746368432651404,1,1024,0
1746368432652571,2,512,0
1746368432654955,2,512,0
1746368432656109,1,1024,0
1746368432657362,2,512,0
1746368432659724,2,512,0
1746368432660796,1,1024,0
1746368432662122,2,512,0
1746368432664511,2,512,0
1746368432665427,1,1024,0
1746368432666850,2,512,0
1746368432669189,2,512,0
1746368432670090,1,1024,0
1746368432671517,2,512,0
1746368432673695,2,512,0
1746368432674325,1,1024,0
1746368432676152,2,512,0
1746368432678472,2,512,0
1746368432678959,1,1024,0
1746368432680939,2,512,0
1746368432683297,1,1024,0
1746368432683298,2,512,0
1746368432685680,2,512,0
1746368432687920,1,1024,0
1746368432688023,2,512,0
1746368432690353,2,512,0
1746368432692538,1,1024,0
1746368432692688,2,512,0
1746368432695016,2,512,0
1746368432697077,1,1024,0
1746368432697373,2,512,0
1746368432699525,2,512,0
1746368432701697,1,1024,0
1746368432701868,2,512,0
1746368432704195,2,512,0
1746368432706158,1,1024,0
1746368432706519,2,512,0
1746368432708867,2,512,0
1746368432710767,1,1024,0
1746368432711210,2,512,0
1746368432713549,2,512,0
1746368432715368,1,1024,0
1746368432715897,2,512,0
1746368432718263,2,512,0
1746368432720063,1,1024,0
1746368432720591,2,512,0
1746368432722946,2,512,0
1746368432724355,1,1024,0
1746368432725146,2,512,0
1746368432727475,2,512,0
1746368432728966,1,1024,0
1746368432729807,2,512,0
1746368432732058,2,512,0
1746368432733566,1,1024,0
1746368432734399,2,512,0
1746368432736738,2,512,0
1746368432738178,1,1024,0
1746368432739067,2,512,0
1746368432741408,2,512,0
1746368432742600,1,1024,0
1746368432743754,2,512,0
1746368432746353,2,512,0
1746368432747238,1,1024,0
1746368432748876,2,512,0
1746368432751176,2,512,0
1746368432751926,1,1024,0
1746368432753568,2,512,0
1746368432755968,2,512,0
1746368432756573,1,1024,0
1746368432758245,2,512,0
1746368432760582,2,512,0
1746368432761200,1,1024,0
1746368432762926,2,512,0
1746368432765262,2,512,0
1746368432765817,1,1024,0
1746368432767645,2,512,0
1746368432769975,2,512,0
1746368432770149,1,1024,0
1746368432772295,2,512,0
1746368432774196,1,1024,0
1746368432774658,2,512,0
1746368432777023,2,512,0
1746368432778831,1,1024,0
1746368432779354,2,512,0
1746368432781676,2,512,0
1746368432783447,1,1024,0
1746368432783994,2,512,0
1746368432786331,2,512,0
1746368432788058,1,1024,0
1746368432788693,2,512,0
1746368432791057,2,512,0
1746368432792666,1,1024,0
1746368432793234,2,512,0
1746368432795487,2,512,0
1746368432797259,1,1024,0
1746368432797836,2,512,0
1746368432800166,2,512,0
1746368432801876,1,1024,0
1746368432802518,2,512,0
1746368432804880,2,512,0
1746368432806504,1,1024,0
1746368432807280,2,512,0
1746368432809615,2,512,0
1746368432810800,1,1024,0
1746368432811947,2,512,0
1746368432814266,2,512,0
1746368432815420,1,1024,0
1746368432816599,2,512,0
1746368432818954,2,512,0
1746368432820128,1,1024,0
1746368432821325,2,512,0
1746368432823707,2,512,0
1746368432824811,1,1024,0
1746368432825975,2,512,0
1746368432828358,2,512,0
1746368432829464,1,1024,0
1746368432830671,2,512,0
1746368432832993,2,512,0
1746368432834068,1,1024,0
1746368432835329,2,512,0
1746368432837720,2,512,0
1746368432838706,1,1024,0
1746368432840053,2,512,0
1746368432842359,2,512,0
1746368432843322,1,1024,0
1746368432844675,2,512,0
1746368432847020,2,512,0
1746368432847937,1,1024,0
1746368432849397,2,512,0
1746368432851781,2,512,0
1746368432852586,1,1024,0
1746368432854108,2,512,0
1746368432856504,2,512,0
1746368432856885,1,1024,0
1746368432858832,2,512,0
1746368432861106,2,512,0
1746368432861472,1,1024,0
1746368432863464,2,512,0
1746368432865880,2,512,0
1746368432865866,1,1024,0
1746368432868218,2,512,0
1746368432870494,1,1024,0
1746368432870597,2,512,0
1746368432872925,2,512,0
1746368432875105,1,1024,0
1746368432875239,2,512,0
1746368432877453,2,512,0
1746368432879694,1,1024,0
1746368432879695,2,512,0
1746368432882051,2,512,0
1746368432884299,1,1024,0
1746368432884404,2,512,0
1746368432886726,2,512,0
1746368432888900,1,1024,0
1746368432889056,2,512,0
1746368432891389,2,512,0
1746368432893198,1,1024,0
1746368432893719,2,512,0
1746368432896097,2,512,0
1746368432897609,1,1024,0
1746368432898435,2,512,0
1746368432900751,2,512,0
1746368432902200,1,1024,0
1746368432903082,2,512,0
1746368432905466,2,512,0
1746368432906789,1,1024,0
1746368432907827,2,512,0
1746368432910203,2,512,0
1746368432911375,1,1024,0
1746368432912593,2,512,0
1746368432914918,2,512,0
1746368432915995,1,1024,0
1746368432917240,2,512,0
1746368432919662,2,512,0
1746368432920527,1,1024,0
1746368432922095,2,512,0
1746368432924475,2,512,0
1746368432925125,1,1024,0
1746368432926835,2,512,0
1746368432929227,2,512,0
1746368432929736,1,1024,0
1746368432931550,2,512,0
1746368432933889,2,512,0
1746368432934324,1,1024,0
1746368432936312,2,512,0
1746368432938685,2,512,0
1746368432938915,1,1024,0
1746368432941022,2,512,0
1746368432943347,2,512,0
1746368432943348,1,1024,0
1746368432945681,2,512,0
1746368432947986,1,1024,0
1746368432947991,2,512,0
1746368432950349,2,512,0
1746368432952645,1,1024,0
1746368432952704,2,512,0
1746368432955108,2,512,0
1746368432957315,1,1024,0
1746368432957451,2,512,0
1746368432959771,2,512,0
1746368432961891,1,1024,0
1746368432961892,2,512,0
1746368432964357,2,512,0
1746368432966477,2,512,0
1746368432966537,1,1024,0
1746368432968885,2,512,0
1746368432971176,1,1024,0
1746368432971241,2,512,0
1746368432973483,2,512,0
1746368432975770,1,1024,0
1746368432975813,2,512,0
1746368432978166,2,512,0
1746368432980368,1,1024,0
1746368432980490,2,512,0
1746368432982829,2,512,0
1746368432984965,1,1024,0
1746368432985161,2,512,0
1746368432987289,2,512,0
1746368432989581,2,512,0
1746368432989581,1,1024,0
1746368432991910,2,512,0
1746368432994210,1,1024,0
1746368432994260,2,512,0
1746368432996425,2,512,0
1746368432998818,2,512,0
1746368432998817,1,1024,0
1746368433001189,2,512,0
1746368433003365,1,1024,0
1746368433003564,2,512,0
1746368433005907,2,512,0
1746368433007877,1,1024,0
1746368433008263,2,512,0
1746368433010632,2,512,0
1746368433012517,1,1024,0
1746368433012971,2,512,0
1746368433015313,2,512,0
1746368433017129,1,1024,0
1746368433017642,2,512,0
1746368433019993,2,512,0
1746368433021731,1,1024,0
1746368433022322,2,512,0
1746368433024682,2,512,0
1746368433025968,1,1024,0
1746368433027058,2,512,0
1746368433029297,2,512,0
1746368433030129,1,1024,0
1746368433031657,2,512,0
1746368433034036,2,512,0
1746368433034761,1,1024,0
1746368433036384,2,512,0
1746368433038739,2,512,0
1746368433039360,1,1024,0
1746368433041079,2,512,0
1746368433043414,2,512,0
1746368433043962,1,1024,0
1746368433045744,2,512,0
1746368433048104,2,512,0
1746368433048606,1,1024,0
1746368433050449,2,512,0
1746368433052795,2,512,0
1746368433053232,1,1024,0
1746368433055374,2,512,0
1746368433057879,1,1024,0
1746368433058420,2,512,0
1746368433061839,2,512,0
1746368433063572,1,1024,0
1746368433064828,2,512,0
1746368433067844,2,512,0
1746368433068979,1,1024,0
1746368433070490,2,512,0
1746368433073384,2,512,0
1746368433074016,1,1024,0
1746368433076559,2,512,0
1746368433079856,2,512,0
1746368433080459,1,1024,0
1746368433085409,2,512,0
1746368433089155,1,1024,0
1746368433091750,2,512,0
1746368433095418,1,1024,0
1746368433096807,2,512,0
1746368433101838,2,512,0
1746368433102294,1,1024,0
1746368433105908,2,512,0
1746368433109144,1,1024,0
1746368433110349,2,512,0
1746368433114534,2,512,0
1746368433115647,1,1024,0
1746368433117656,2,512,0
1746368433120681,1,1024,0
1746368433122439,2,512,0
1746368433126628,2,512,0
1746368433126904,1,1024,0
1746368433131140,2,512,0
1746368433132682,1,1024,0
1746368433134062,2,512,0
1746368433137764,2,512,0
1746368433138842,1,1024,0
1746368433144429,2,512,0
1746368433145529,1,1024,0
1746368433148790,2,512,0
1746368433151361,1,1024,0
1746368433153092,2,512,0
1746368433156504,2,512,0
1746368433156883,1,1024,0
1746368433159932,2,512,0
1746368433163062,1,1024,0
1746368433163730,2,512,0
1746368433168266,2,512,0
1746368433169114,1,1024,0
1746368433172585,2,512,0
1746368433174836,1,1024,0
1746368433176363,2,512,0
1746368433179361,2,512,0
1746368433179969,1,1024,0
1746368433182198,2,512,0
1746368433184927,1,1024,0
1746368433184907,2,512,0
1746368433187595,2,512,0
1746368433189803,1,1024,0
1746368433190211,2,512,0
1746368433192964,2,512,0
1746368433194762,1,1024,0
1746368433195637,2,512,0
1746368433198331,2,512,0
1746368433199525,1,1024,0
1746368433200991,2,512,0
1746368433203755,2,512,0
1746368433204528,1,1024,0
1746368433206267,2,512,0
1746368433208989,2,512,0
1746368433209465,1,1024,0
1746368433211709,2,512,0
1746368433214223,2,512,0
1746368433214771,1,1024,0
1746368433217104,2,512,0
1746368433219713,1,1024,0
1746368433219874,2,512,0
1746368433222504,2,512,0
1746368433224211,1,1024,0
1746368433225036,2,512,0
1746368433227619,2,512,0
1746368433229066,1,1024,0
1746368433230295,2,512,0
1746368433232922,2,512,0
1746368433233903,1,1024,0
1746368433235577,2,512,0
1746368433238314,2,512,0
1746368433238785,1,1024,0
1746368433240867,2,512,0
1746368433243484,2,512,0
1746368433243780,1,1024,0
1746368433246166,2,512,0
1746368433248572,1,1024,0
1746368433248742,2,512,0
1746368433251230,2,512,0
1746368433253279,1,1024,0
1746368433253911,2,512,0
1746368433256442,2,512,0
1746368433258141,1,1024,0
1746368433258768,2,512,0
1746368433261346,2,512,0
1746368433263059,1,1024,0
1746368433263969,2,512,0
1746368433266482,2,512,0
1746368433268202,1,1024,0
1746368433269349,2,512,0
1746368433272571,2,512,0
1746368433273389,1,1024,0
1746368433276032,2,512,0
1746368433278500,1,1024,0
1746368433278697,2,512,0
1746368433281242,2,512,0
1746368433283166,1,1024,0
1746368433284006,2,512,0
1746368433286651,2,512,0
1746368433287912,1,1024,0
1746368433289291,2,512,0
1746368433291897,2,512,0
1746368433292579,1,1024,0
1746368433294463,2,512,0
1746368433296954,2,512,0
1746368433297411,1,1024,0
1746368433299602,2,512,0
1746368433301993,2,512,0
1746368433302275,1,1024,0
1746368433304549,2,512,0
1746368433306937,1,1024,0
1746368433307540,2,512,0
1746368433310106,2,512,0
1746368433311353,1,1024,0
1746368433312695,2,512,0
1746368433315290,2,512,0
1746368433315829,1,1024,0
1746368433317875,2,512,0
1746368433320127,1,1024,0
1746368433320470,2,512,0
1746368433322829,2,512,0
1746368433325005,1,1024,0
1746368433325505,2,512,0
1746368433328973,2,512,0
1746368433330132,1,1024,0
1746368433331628,2,512,0
1746368433334566,2,512,0
1746368433335069,1,1024,0
1746368433337361,2,512,0
1746368433339492,1,1024,0
1746368433340058,2,512,0
1746368433342522,2,512,0
1746368433344069,1,1024,0
1746368433344910,2,512,0
1746368433347260,2,512,0
1746368433348465,1,1024,0
1746368433349511,2,512,0
1746368433351857,2,512,0
1746368433353100,1,1024,0
1746368433354197,2,512,0
1746368433356558,2,512,0
1746368433357409,1,1024,0
1746368433358948,2,512,0
1746368433361312,2,512,0
1746368433361858,1,1024,0
1746368433363927,2,512,0
1746368433366351,2,512,0
1746368433366565,1,1024,0
1746368433368728,2,512,0
1746368433371101,2,512,0
1746368433371191,1,1024,0
1746368433373464,2,512,0
1746368433375873,2,512,0
1746368433375870,1,1024,0
1746368433378279,2,512,0
1746368433380323,1,1024,0
1746368433380677,2,512,0
1746368433383059,2,512,0
1746368433385021,1,1024,0
1746368433385643,2,512,0
1746368433388237,2,512,0
1746368433389900,1,1024,0
1746368433390753,2,512,0
1746368433393189,2,512,0
1746368433394613,1,1024,0
1746368433395814,2,512,0
1746368433398426,2,512,0
1746368433399539,1,1024,0
1746368433400851,2,512,0
1746368433403055,2,512,0
1746368433404199,1,1024,0
1746368433405474,2,512,0
1746368433407815,2,512,0
1746368433408869,1,1024,0
1746368433410189,2,512,0
1746368433412427,2,512,0
1746368433413060,1,1024,0
1746368433414788,2,512,0
1746368433417111,2,512,0
1746368433417669,1,1024,0
1746368433419440,2,512,0
1746368433421792,2,512,0
1746368433422265,1,1024,0
1746368433424107,2,512,0
1746368433426451,2,512,0
1746368433426854,1,1024,0
1746368433428808,2,512,0
1746368433431138,2,512,0
1746368433431152,1,1024,0
1746368433433476,2,512,0
1746368433435755,1,1024,0
1746368433435819,2,512,0
1746368433438139,2,512,0
1746368433440343,1,1024,0
1746368433440344,2,512,0
1746368433442458,2,512,0
1746368433444815,1,1024,0
1746368433444814,2,512,0
1746368433447192,2,512,0
1746368433449412,1,1024,0
1746368433449544,2,512,0
1746368433451722,2,512,0
1746368433453998,1,1024,0
1746368433454073,2,512,0
1746368433456318,2,512,0
1746368433458574,1,1024,0
1746368433458654,2,512,0
1746368433460879,2,512,0
1746368433463159,1,1024,0
1746368433463239,2,512,0
1746368433465566,2,512,0
1746368433467560,1,1024,0
1746368433467774,2,512,0
1746368433470106,2,512,0
1746368433472227,1,1024,0
1746368433472433,2,512,0
1746368433474618,2,512,0
1746368433476915,1,1024,0
1746368433477025,2,512,0
1746368433479341,2,512,0
1746368433481475,1,1024,0
1746368433481665,2,512,0
1746368433483862,2,512,0
1746368433486193,2,512,0
1746368433486172,1,1024,0
1746368433488526,2,512,0
1746368433490830,1,1024,0
1746368433490929,2,512,0
1746368433493158,2,512,0
1746368433495466,1,1024,0
1746368433495559,2,512,0
1746368433497887,2,512,0
1746368433500136,1,1024,0
1746368433500232,2,512,0
1746368433502574,2,512,0
1746368433504732,1,1024,0
1746368433504891,2,512,0
1746368433507145,2,512,0
1746368433509207,1,1024,0
1746368433509475,2,512,0
1746368433511621,2,512,0
1746368433513925,1,1024,0
1746368433514020,2,512,0
1746368433516338,2,512,0
1746368433518582,1,1024,0
1746368433518653,2,512,0
1746368433520972,2,512,0
1746368433522917,1,1024,0
1746368433523284,2,512,0
1746368433525612,2,512,0
1746368433527595,1,1024,0
1746368433527943,2,512,0
1746368433530255,2,512,0
1746368433532290,1,1024,0
1746368433532403,2,512,0
1746368433534777,2,512,0
1746368433536937,1,1024,0
1746368433537098,2,512,0
1746368433539414,2,512,0
1746368433541394,1,1024,0
1746368433541736,2,512,0
1746368433544066,2,512,0
1746368433546091,1,1024,0
1746368433546382,2,512,0
1746368433548718,2,512,0
1746368433550349,1,1024,0
1746368433551035,2,512,0
1746368433553357,2,512,0
1746368433554942,1,1024,0
1746368433555681,2,512,0
1746368433558030,2,512,0
1746368433559527,1,1024,0
1746368433560367,2,512,0
1746368433562717,2,512,0
1746368433564126,1,1024,0
1746368433565061,2,512,0
1746368433567377,2,512,0
1746368433568779,1,1024,0
1746368433569733,2,512,0
1746368433572068,2,512,0
1746368433573393,1,1024,0
1746368433574396,2,512,0
1746368433576762,2,512,0
1746368433577992,1,1024,0
1746368433579173,2,512,0
1746368433581567,2,512,0
1746368433582625,1,1024,0
1746368433583912,2,512,0
1746368433586329,2,512,0
1746368433587227,1,1024,0
1746368433588724,2,512,0
1746368433591119,2,512,0
1746368433591754,1,1024,0
1746368433593508,2,512,0
1746368433595866,2,512,0
1746368433596352,1,1024,0
1746368433598512,2,512,0
1746368433600862,2,512,0
1746368433600988,1,1024,0
1746368433603160,2,512,0
1746368433605382,2,512,0
1746368433605383,1,1024,0
1746368433607705,2,512,0
1746368433609938,1,1024,0
1746368433610074,2,512,0
1746368433612305,2,512,0
1746368433614467,2,512,0
1746368433614585,1,1024,0
1746368433616787,2,512,0
1746368433619126,2,512,0
1746368433619119,1,1024,0
1746368433621536,2,512,0
1746368433623740,1,1024,0
1746368433623899,2,512,0
1746368433626251,2,512,0
1746368433628489,1,1024,0
1746368433628708,2,512,0
1746368433631069,2,512,0
1746368433633099,1,1024,0
1746368433633413,2,512,0
1746368433635769,2,512,0
1746368433637654,1,1024,0
1746368433638081,2,512,0
1746368433638183,3,1024,0
1746368433640459,2,512,0
1746368433642290,1,1024,0
1746368433642776,2,512,0
1746368433642826,3,1024,0
1746368433645161,2,512,0
1746368433646888,1,1024,0
1746368433647434,3,1024,0
1746368433647473,2,512,0
1746368433649791,2,512,0
1746368433651131,1,1024,0
1746368433651912,3,1024,0
1746368433652274,2,512,0
1746368433654697,2,512,0
1746368433655753,1,1024,0
1746368433656456,3,1024,0
1746368433657048,2,512,0
1746368433659374,2,512,0
1746368433660367,1,1024,0
1746368433661116,3,1024,0
1746368433661702,2,512,0
1746368433664020,2,512,0
1746368433664958,1,1024,0
1746368433665727,3,1024,0
1746368433666334,2,512,0
1746368433668656,2,512,0
1746368433669566,1,1024,0
1746368433670349,3,1024,0
1746368433670979,2,512,0
1746368433673315,2,512,0
1746368433674234,1,1024,0
1746368433674965,3,1024,0
1746368433675654,2,512,0
1746368433677988,2,512,0
1746368433678882,1,1024,0
1746368433679165,3,1024,0
1746368433680307,2,512,0
1746368433682635,2,512,0
1746368433683470,1,1024,0
1746368433683472,3,1024,0
1746368433684959,2,512,0
1746368433687281,2,512,0
1746368433688071,1,1024,0
1746368433688087,3,1024,0
1746368433689506,2,512,0
1746368433691908,2,512,0
1746368433692721,1,1024,0
1746368433692750,3,1024,0
1746368433694234,2,512,0
1746368433696563,2,512,0
1746368433697312,1,1024,0
1746368433697370,3,1024,0
1746368433698893,2,512,0
1746368433701242,2,512,0
1746368433701902,3,1024,0
1746368433701902,1,1024,0
1746368433703577,2,512,0
1746368433705916,2,512,0
1746368433706502,3,1024,0
1746368433706514,1,1024,0
1746368433708250,2,512,0
1746368433710577,2,512,0
1746368433710932,3,1024,0
1746368433711134,1,1024,0
1746368433712903,2,512,0
1746368433715238,1,1024,0
1746368433715241,2,512,0
1746368433715535,3,1024,0
1746368433717595,2,512,0
1746368433719838,1,1024,0
1746368433719843,2,512,0
1746368433719914,3,1024,0
1746368433722183,2,512,0
1746368433724262,1,1024,0
1746368433724468,2,512,0
1746368433724470,3,1024,0
1746368433726811,2,512,0
1746368433728858,1,1024,0
1746368433728859,3,1024,0
1746368433729134,2,512,0
1746368433731453,2,512,0
1746368433733444,1,1024,0
1746368433733466,3,1024,0
1746368433733879,2,512,0
1746368433736220,2,512,0
1746368433738063,1,1024,0
1746368433738101,3,1024,0
1746368433738554,2,512,0
1746368433740891,2,512,0
1746368433742692,1,1024,0
1746368433742715,3,1024,0
1746368433743216,2,512,0
1746368433745574,2,512,0
1746368433747342,1,1024,0
1746368433747408,3,1024,0
1746368433747898,2,512,0
1746368433750278,2,512,0
1746368433752040,1,1024,0
1746368433752058,3,1024,0
1746368433752602,2,512,0
1746368433754928,2,512,0
1746368433756108,1,1024,0
1746368433756431,3,1024,0
1746368433757274,2,512,0
1746368433759676,2,512,0
1746368433760706,1,1024,0
1746368433760809,3,1024,0
1746368433761997,2,512,0
1746368433764280,2,512,0
1746368433765406,1,1024,0
1746368433765402,3,1024,0
1746368433766675,2,512,0
1746368433768807,2,512,0
1746368433769990,1,1024,0
1746368433770020,3,1024,0
1746368433771012,2,512,0
1746368433773362,2,512,0
1746368433774592,1,1024,0
1746368433774594,3,1024,0
1746368433775695,2,512,0
1746368433778079,2,512,0
1746368433779182,1,1024,0
1746368433779193,3,1024,0
1746368433780409,2,512,0
1746368433782793,2,512,0
1746368433783694,3,1024,0
1746368433783757,1,1024,0
1746368433785126,2,512,0
1746368433787516,2,512,0
1746368433788332,3,1024,0
1746368433788369,1,1024,0
1746368433789808,2,512,0
1746368433792199,2,512,0
1746368433792942,1,1024,0
1746368433792942,3,1024,0
1746368433794515,2,512,0
1746368433796858,2,512,0
1746368433797521,1,1024,0
1746368433797552,3,1024,0
1746368433799222,2,512,0
1746368433801604,2,512,0
1746368433802105,1,1024,0
1746368433802152,3,1024,0
1746368433803914,2,512,0
1746368433806232,2,512,0
1746368433806233,1,1024,0
1746368433806741,3,1024,0
1746368433808545,2,512,0
1746368433810848,1,1024,0
1746368433810917,3,1024,0
1746368433810917,2,512,0
1746368433813310,2,512,0
1746368433815311,3,1024,0
1746368433815520,1,1024,0
1746368433815626,2,512,0
1746368433817958,2,512,0
1746368433819669,3,1024,0
1746368433819971,1,1024,0
1746368433820287,2,512,0
1746368433822607,2,512,0
1746368433824277,3,1024,0
1746368433824559,1,1024,0
1746368433824922,2,512,0
1746368433827264,2,512,0
1746368433828866,3,1024,0
1746368433829154,1,1024,0
1746368433829447,2,512,0
1746368433831576,2,512,0
1746368433833462,3,1024,0
1746368433833465,1,1024,0
1746368433833938,2,512,0
1746368433836249,2,512,0
1746368433837795,3,1024,0
1746368433837773,1,1024,0
1746368433838570,2,512,0
1746368433840932,2,512,0
1746368433842168,3,1024,0
1746368433842168,1,1024,0
1746368433843310,2,512,0
1746368433845629,2,512,0
1746368433846773,3,1024,0
1746368433846775,1,1024,0
1746368433847919,2,512,0
1746368433850263,2,512,0
1746368433851393,1,1024,0
1746368433851394,3,1024,0
1746368433852618,2,512,0
1746368433854866,2,512,0
1746368433855881,1,1024,0
1746368433856006,3,1024,0
1746368433857095,2,512,0
1746368433859418,2,512,0
1746368433860459,1,1024,0
1746368433860461,3,1024,0
1746368433861830,2,512,0
1746368433864156,2,512,0
1746368433865071,1,1024,0
1746368433865069,3,1024,0
1746368433866476,2,512,0
1746368433868788,2,512,0
1746368433869681,3,1024,0
1746368433869680,1,1024,0
1746368433871101,2,512,0
1746368433873432,2,512,0
1746368433874283,3,1024,0
1746368433874284,1,1024,0
1746368433875805,2,512,0
1746368433878138,2,512,0
1746368433878881,3,1024,0
1746368433878881,1,1024,0
1746368433880495,2,512,0
1746368433882830,2,512,0
1746368433883237,3,1024,0
1746368433883239,1,1024,0
1746368433885155,2,512,0
1746368433887472,2,512,0
1746368433887472,3,1024,0
1746368433887850,1,1024,0
1746368433889781,2,512,0
1746368433892110,2,512,0
1746368433892087,3,1024,0
1746368433892133,1,1024,0
1746368433894376,2,512,0
1746368433896704,2,512,0
1746368433896721,1,1024,0
1746368433896771,3,1024,0
1746368433899026,2,512,0
1746368433901267,1,1024,0
1746368433901322,3,1024,0
1746368433901367,2,512,0
1746368433903618,2,512,0
1746368433905905,1,1024,0
1746368433905937,2,512,0
1746368433905907,3,1024,0
1746368433908257,2,512,0
1746368433910364,1,1024,0
1746368433910539,3,1024,0
1746368433910592,2,512,0
1746368433912912,2,512,0
1746368433915032,3,1024,0
1746368433915032,1,1024,0
1746368433915223,2,512,0
1746368433917606,2,512,0
1746368433919635,3,1024,0
1746368433919647,1,1024,0
1746368433919937,2,512,0
1746368433922252,2,512,0
1746368433923900,3,1024,0
1746368433924242,1,1024,0
1746368433924564,2,512,0
1746368433926914,2,512,0
1746368433928510,3,1024,0
1746368433928842,1,1024,0
1746368433929232,2,512,0
1746368433931568,2,512,0
1746368433933105,3,1024,0
1746368433933432,1,1024,0
1746368433933905,2,512,0
1746368433936231,2,512,0
1746368433937415,3,1024,0
1746368433937938,1,1024,0
1746368433938554,2,512,0
1746368433940879,2,512,0
1746368433941922,3,1024,0
1746368433942532,1,1024,0
1746368433943118,2,512,0
1746368433945438,2,512,0
1746368433946519,3,1024,0
1746368433946713,1,1024,0
1746368433947747,2,512,0
1746368433950060,2,512,0
1746368433951118,3,1024,0
1746368433951119,1,1024,0
1746368433952262,2,512,0
1746368433954568,2,512,0
1746368433955694,3,1024,0
1746368433955756,1,1024,0
1746368433956914,2,512,0
1746368433959260,2,512,0
1746368433960211,1,1024,0
1746368433960214,3,1024,0
1746368433961610,2,512,0
1746368433963967,2,512,0
1746368433964810,1,1024,0
1746368433964834,3,1024,0
1746368433966369,2,512,0
1746368433968715,2,512,0
1746368433969487,1,1024,0
1746368433969497,3,1024,0
1746368433971036,2,512,0
1746368433973357,2,512,0
1746368433974160,1,1024,0
1746368433974161,3,1024,0
1746368433975681,2,512,0
1746368433978013,2,512,0
1746368433978830,1,1024,0
1746368433978828,3,1024,0
1746368433980327,2,512,0
1746368433982659,2,512,0
1746368433983439,1,1024,0
1746368433983450,3,1024,0
1746368433984995,2,512,0
1746368433987374,2,512,0
1746368433988060,1,1024,0
1746368433988065,3,1024,0
1746368433989682,2,512,0
1746368433992014,2,512,0
1746368433992754,1,1024,0
1746368433992764,3,1024,0
1746368433994352,2,512,0
1746368433996754,2,512,0
1746368433997303,1,1024,0
1746368433997432,3,1024,0
1746368433999167,2,512,0
1746368434001539,2,512,0
1746368434001537,1,1024,0
1746368434001807,3,1024,0
1746368434003854,2,512,0
1746368434006072,1,1024,0
1746368434006072,3,1024,0
1746368434006168,2,512,0
1746368434008482,2,512,0
1746368434010656,1,1024,0
1746368434010672,3,1024,0
1746368434010830,2,512,0
1746368434012965,2,512,0
1746368434015048,3,1024,0
1746368434015246,1,1024,0
1746368434015287,2,512,0
1746368434017600,2,512,0
1746368434019646,3,1024,0
1746368434019646,1,1024,0
1746368434019858,2,512,0
1746368434022177,2,512,0
1746368434024250,1,1024,0
1746368434024250,3,1024,0
1746368434024532,2,512,0
1746368434026866,2,512,0
1746368434028877,1,1024,0
1746368434028876,3,1024,0
1746368434029196,2,512,0
1746368434031515,2,512,0
1746368434033504,1,1024,0
1746368434033507,3,1024,0
1746368434033838,2,512,0
1746368434036174,2,512,0
1746368434038141,3,1024,0
1746368434038142,1,1024,0
1746368434038510,2,512,0
1746368434040849,2,512,0
1746368434042527,3,1024,0
1746368434042528,1,1024,0
1746368434043178,2,512,0
1746368434045498,2,512,0
1746368434047141,1,1024,0
1746368434047139,3,1024,0
1746368434047832,2,512,0
1746368434050234,2,512,0
1746368434051722,1,1024,0
1746368434051730,3,1024,0
1746368434052570,2,512,0
1746368434054904,2,512,0
1746368434056303,1,1024,0
1746368434056324,3,1024,0
1746368434057261,2,512,0
1746368434059628,2,512,0
1746368434060772,1,1024,0
1746368434060772,3,1024,0
1746368434061943,2,512,0
1746368434064299,2,512,0
1746368434065398,3,1024,0
1746368434065395,1,1024,0
1746368434066651,2,512,0
1746368434068935,2,512,0
1746368434070061,3,1024,0
1746368434070070,1,1024,0
1746368434071280,2,512,0
1746368434073593,2,512,0
1746368434074655,1,1024,0
