timestamp,flow_id,packet_size,sequence_number,delay_ms
1749003517.403604,1,1024,538,0.52
1749003517.405966,1,1024,539,1.50
1749003517.4266722,1,1024,540,0.44
1749003517.426794,1,1024,541,0.45
1749003517.446537,1,1024,542,1.68
1749003517.447766,1,1024,543,0.98
1749003517.467534,1,1024,544,1.49
1749003517.467658,1,1024,545,0.60
1749003517.488062,1,1024,546,0.61
1749003517.488192,1,1024,547,0.63
1749003517.512623,1,1024,548,0.91
1749003517.512765,1,1024,549,0.94
1749003517.531911,1,1024,550,0.71
1749003517.533194,1,1024,551,1.16
1749003517.556789,1,1024,552,1.76
1749003517.5569139,1,1024,553,1.68
1749003517.573615,1,1024,554,0.91
1749003517.577505,1,1024,555,1.57
1749003517.594468,1,1024,556,1.47
1749003517.5970838,1,1024,557,0.35
1749003517.6178718,1,1024,558,0.71
1749003517.617968,1,1024,559,0.72
1749003517.642478,1,1024,560,0.81
1749003517.642578,1,1024,561,0.81
1749003517.66203,1,1024,562,0.85
1749003517.663302,1,1024,563,1.34
1749003517.6867719,1,1024,564,0.64
1749003517.68687,1,1024,565,0.67
1749003517.703777,1,1024,566,1.40
1749003517.7075799,1,1024,567,0.37
1749003517.7277849,1,1024,568,1.53
1749003517.7289531,1,1024,569,1.41
1749003517.752279,1,1024,570,1.27
1749003517.752376,1,1024,571,1.30
1749003517.773165,1,1024,572,1.42
1749003517.7733,1,1024,573,1.49
1749003517.793781,1,1024,574,0.44
1749003517.793885,1,1024,575,0.45
1749003517.814657,1,1024,576,1.27
1749003517.814753,1,1024,577,1.26
1749003517.839208,1,1024,578,1.36
1749003517.839305,1,1024,579,1.36
1749003517.857136,1,1024,580,1.53
1749003517.859711,1,1024,581,1.11
1749003517.879267,1,1024,582,1.50
1749003517.879377,1,1024,583,0.51
1749003517.900449,1,1024,584,0.76
1749003517.900537,1,1024,585,0.78
1749003517.922658,1,1024,586,1.38
1749003517.9227781,1,1024,587,1.36
1749003517.944861,1,1024,588,0.91
1749003517.9449651,1,1024,589,0.92
1749003517.96297,1,1024,590,0.66
1749003517.9655428,1,1024,591,1.02
1749003517.984849,1,1024,592,1.50
1749003517.9861991,1,1024,593,1.31
1749003518.009781,1,1024,594,1.66
1749003518.00995,1,1024,595,1.67
1749003518.026496,1,1024,596,0.65
1749003518.030399,1,1024,597,1.45
1749003518.048893,1,1024,598,0.99
1749003518.050103,1,1024,599,0.85
1749003518.070812,1,1024,600,1.27
1749003518.070991,1,1024,601,1.30
1749003518.093854,1,1024,602,0.58
1749003518.093948,1,1024,603,0.55
1749003518.113469,1,1024,604,0.98
1749003518.114686,1,1024,605,1.02
1749003518.136446,1,1024,606,1.35
1749003518.136511,1,1024,607,1.37
1749003518.159173,1,1024,608,1.39
1749003518.1591911,1,1024,609,1.39
1749003518.180938,1,1024,610,1.44
1749003518.180955,1,1024,611,1.41
1749003518.202667,1,1024,612,0.27
1749003518.202688,1,1024,613,0.26
1749003518.2217238,1,1024,614,1.37
1749003518.224318,1,1024,615,1.35
1749003518.243506,1,1024,616,0.26
1749003518.243567,1,1024,617,0.27
1749003518.266578,1,1024,618,0.77
1749003518.266659,1,1024,619,0.79
1749003518.288566,1,1024,620,0.88
1749003518.288692,1,1024,621,0.90
1749003518.3100119,1,1024,622,1.44
1749003518.310124,1,1024,623,1.48
1749003518.3304908,1,1024,624,0.35
1749003518.330545,1,1024,625,0.36
1749003518.353748,1,1024,626,0.44
1749003518.3539531,1,1024,627,0.57
1749003518.3743172,1,1024,628,0.51
1749003518.374527,1,1024,629,0.63
1749003518.399009,1,1024,630,0.70
1749003518.3990972,1,1024,631,0.73
1749003518.4172952,1,1024,632,1.02
1749003518.4199512,1,1024,633,1.01
1749003518.4399621,1,1024,634,0.85
1749003518.4404302,1,1024,635,1.26
1749003518.462143,1,1024,636,1.51
1749003518.462247,1,1024,637,1.53
1749003518.481809,1,1024,638,1.39
1749003518.481913,1,1024,639,1.07
1749003518.502692,1,1024,640,0.56
1749003518.502765,1,1024,641,0.50
1749003518.525941,1,1024,642,1.59
1749003518.526028,1,1024,643,1.36
1749003518.543882,1,1024,644,1.54
1749003518.546397,1,1024,645,1.45
1749003518.565548,1,1024,646,1.51
1749003518.5656571,1,1024,647,0.42
1749003518.589864,1,1024,648,0.97
1749003518.589967,1,1024,649,1.01
1749003518.606705,1,1024,650,0.65
1749003518.610715,1,1024,651,0.99
1749003518.631211,1,1024,652,0.97
1749003518.631317,1,1024,653,1.01
1749003518.654345,1,1024,654,1.49
1749003518.654436,1,1024,655,1.49
1749003518.6724339,1,1024,656,1.54
1749003518.673862,1,1024,657,0.36
1749003518.696681,1,1024,658,1.32
